distribution_sk,distribution_id,beneficiary_sk,location_sk,program_sk,time_sk,aid_type,quantity_distributed,unit_cost_usd,total_cost_usd,planned_date,actual_date,delay_days,delivery_status,transport_mode,distribution_point,staff_id,verification_method,beneficiary_confirmed,data_quality_flag,notes
5469,DIST-005469,1647,14,1,1056,Medical Supplies,17,120,2040,2024-11-21,2024-11-24,3,Completed,Air,DP-48,STF-049,Voucher,1,0,
5470,DIST-005470,1939,11,2,964,Winterization Kit,50,75,3750,2024-08-21,2024-09-03,13,Delayed,Truck,DP-04,STF-180,Token,1,0,
5471,DIST-005471,4141,3,4,334,Shelter Kit,34,250,8500,2022-11-30,2022-12-08,8,Completed,Truck,DP-50,STF-033,Token,1,1,
5472,DIST-005472,1790,13,1,97,Food Ration,17,45,765,2022-04-07,2022-04-27,20,Delayed,Handcarry,DP-18,STF-052,Biometric,1,0,
5473,DIST-005473,1049,7,8,38,WASH Kit,22,60,1320,2022-02-07,2022-02-17,10,Failed,Truck,DP-20,STF-144,Biometric,1,0,
5474,DIST-005474,842,10,9,356,WASH Kit,50,60,3000,2022-12-22,2022-12-27,5,Delayed,Air,DP-38,STF-149,Biometric,1,0,
5475,DIST-005475,1296,6,7,619,Cash Transfer,36,100,3600,2023-09-11,2023-09-29,18,Delayed,Handcarry,DP-10,STF-074,Voucher,1,0,
5476,DIST-005476,1952,6,9,570,Shelter Kit,20,250,5000,2023-07-24,2023-07-25,1,Failed,Truck,DP-11,STF-172,Token,1,0,
5477,DIST-005477,2673,4,9,711,Cash Transfer,38,100,3800,2023-12-12,2023-12-20,8,Delayed,Truck,DP-36,STF-198,Biometric,0,0,
5478,DIST-005478,2116,5,8,420,Education Kit,19,35,665,2023-02-24,2023-03-06,10,In Transit,Air,DP-42,STF-148,Biometric,1,0,
5479,DIST-005479,1971,10,8,731,Shelter Kit,35,250,8750,2024-01-01,2024-01-11,10,Delayed,Air,DP-06,STF-107,Voucher,1,0,
5480,DIST-005480,4731,14,6,1005,Food Ration,13,45,585,2024-10-01,2024-10-05,4,Delayed,Air,DP-17,STF-047,Voucher,1,0,
5481,DIST-005481,4287,8,5,323,Winterization Kit,46,75,3450,2022-11-19,2022-11-29,10,Completed,Boat,DP-33,STF-186,List-based,0,1,
5482,DIST-005482,2459,12,7,117,Education Kit,26,35,910,2022-04-27,2022-04-28,1,Completed,Truck,DP-39,STF-021,Voucher,0,0,
5483,DIST-005483,59,13,3,368,Shelter Kit,23,250,5750,2023-01-03,2023-01-08,5,Completed,Air,DP-10,STF-077,List-based,1,0,
5484,DIST-005484,3258,15,9,88,WASH Kit,27,60,1620,2022-03-29,2022-04-02,4,Completed,Air,DP-16,STF-032,Biometric,0,0,
5485,DIST-005485,2476,7,2,215,Medical Supplies,34,120,4080,2022-08-03,2022-08-09,6,Completed,Truck,DP-05,STF-166,List-based,0,0,
5486,DIST-005486,2968,8,1,48,Shelter Kit,44,250,11000,2022-02-17,2022-02-28,11,Delayed,Truck,DP-14,STF-198,Token,1,0,
5487,DIST-005487,3857,13,3,454,WASH Kit,50,60,3000,2023-03-30,2023-03-31,1,Completed,Handcarry,DP-07,STF-119,Biometric,1,0,
5488,DIST-005488,4243,2,5,927,Winterization Kit,19,75,1425,2024-07-15,2024-07-15,0,Completed,Handcarry,DP-22,STF-083,Biometric,1,0,
5489,DIST-005489,2382,12,6,808,Winterization Kit,48,75,3600,2024-03-18,2024-03-21,3,Completed,Boat,DP-49,STF-039,Token,1,0,
5490,DIST-005490,755,12,4,480,Education Kit,25,35,875,2023-04-25,2023-05-05,10,Completed,Boat,DP-05,STF-071,Voucher,1,0,
5491,DIST-005491,823,2,3,911,NFI Kit,14,85,1190,2024-06-29,2024-07-16,17,Delayed,Handcarry,DP-12,STF-010,Biometric,0,0,
5492,DIST-005492,840,1,10,1087,Medical Supplies,41,120,4920,2024-12-22,2024-12-23,1,Completed,Handcarry,DP-33,STF-152,Token,0,0,
5493,DIST-005493,660,9,3,516,Medical Supplies,4,120,480,2023-05-31,2023-06-01,1,Completed,Handcarry,DP-34,STF-111,Voucher,1,0,
5494,DIST-005494,3162,2,3,773,Cash Transfer,6,100,600,2024-02-12,2024-02-18,6,Completed,Handcarry,DP-16,STF-031,Token,1,0,
5495,DIST-005495,2793,13,10,637,Food Ration,13,45,585,2023-09-29,2023-10-14,15,Delayed,Boat,DP-29,STF-112,List-based,1,0,
5496,DIST-005496,934,6,3,602,Education Kit,28,35,980,2023-08-25,2023-09-04,10,Completed,Air,DP-14,STF-033,Token,0,0,
5497,DIST-005497,1246,11,3,829,Food Ration,28,45,1260,2024-04-08,2024-04-09,1,Completed,Air,DP-06,STF-109,List-based,1,0,
5498,DIST-005498,622,14,10,860,Winterization Kit,7,75,525,2024-05-09,2024-05-15,6,Completed,Air,DP-03,STF-065,Biometric,0,0,
5499,DIST-005499,4580,9,6,464,Medical Supplies,35,120,4200,2023-04-09,2023-04-20,11,Delayed,Air,DP-14,STF-076,Biometric,0,0,
5500,DIST-005500,3891,4,6,585,Cash Transfer,20,100,2000,2023-08-08,2023-08-15,7,Completed,Air,DP-08,STF-008,Token,1,0,
5501,DIST-005501,3571,12,5,203,NFI Kit,45,85,3825,2022-07-22,2022-07-31,9,In Transit,Air,DP-17,STF-076,Biometric,1,0,
5502,DIST-005502,1426,5,2,971,NFI Kit,18,85,1530,2024-08-28,2024-09-05,8,Failed,Handcarry,DP-18,STF-007,Voucher,1,0,
5503,DIST-005503,1814,8,5,168,NFI Kit,4,85,340,2022-06-17,2022-06-23,6,Completed,Air,DP-18,STF-090,List-based,0,0,
5504,DIST-005504,953,5,3,917,Winterization Kit,50,75,3750,2024-07-05,2024-07-05,0,Completed,Boat,DP-43,STF-108,Token,0,0,
5505,DIST-005505,4893,3,5,1005,Food Ration,26,45,1170,2024-10-01,2024-10-04,3,Partial,Air,DP-32,STF-148,Token,1,0,
5506,DIST-005506,590,11,5,828,NFI Kit,6,85,510,2024-04-07,2024-04-10,3,Completed,Handcarry,DP-01,STF-157,Token,1,1,
5507,DIST-005507,4295,13,5,603,Medical Supplies,31,120,3720,2023-08-26,2023-08-27,1,Completed,Handcarry,DP-40,STF-085,List-based,1,0,
5508,DIST-005508,1968,14,8,263,Food Ration,39,45,1755,2022-09-20,2022-09-26,6,Completed,Truck,DP-07,STF-168,List-based,0,0,
5509,DIST-005509,4880,15,6,603,WASH Kit,22,60,1320,2023-08-26,2023-09-04,9,In Transit,Boat,DP-03,STF-131,List-based,1,0,
5510,DIST-005510,7,14,8,35,Food Ration,7,45,315,2022-02-04,2022-02-06,2,Completed,Handcarry,DP-04,STF-122,Voucher,1,0,
5511,DIST-005511,676,2,3,495,Cash Transfer,22,100,2200,2023-05-10,2023-05-16,6,Partial,Handcarry,DP-33,STF-059,List-based,1,0,
5512,DIST-005512,705,6,9,162,Education Kit,1,35,35,2022-06-11,2022-06-17,6,Completed,Truck,DP-29,STF-118,Token,1,1,
5513,DIST-005513,1400,9,3,579,Cash Transfer,41,100,4100,2023-08-02,2023-08-12,10,Completed,Handcarry,DP-02,STF-075,List-based,1,0,
5514,DIST-005514,4361,5,1,628,Shelter Kit,35,250,8750,2023-09-20,2023-09-27,7,Completed,Handcarry,DP-42,STF-164,Voucher,0,0,
5515,DIST-005515,735,15,4,662,Education Kit,9,35,315,2023-10-24,2023-10-28,4,Delayed,Handcarry,DP-16,STF-169,List-based,0,0,
5516,DIST-005516,4683,12,6,832,Winterization Kit,11,75,825,2024-04-11,2024-04-19,8,Completed,Boat,DP-39,STF-117,Voucher,0,0,
5517,DIST-005517,4322,6,5,531,NFI Kit,29,85,2465,2023-06-15,2023-06-16,1,In Transit,Air,DP-24,STF-039,Token,0,0,
5518,DIST-005518,4503,13,10,454,Food Ration,3,45,135,2023-03-30,2023-04-05,6,Completed,Air,DP-09,STF-087,Voucher,1,0,
5519,DIST-005519,2168,15,6,447,WASH Kit,41,60,2460,2023-03-23,2023-04-02,10,Completed,Boat,DP-38,STF-074,Voucher,1,0,
5520,DIST-005520,3661,9,9,657,NFI Kit,50,85,4250,2023-10-19,2023-10-24,5,Completed,Boat,DP-02,STF-139,Token,1,0,
5521,DIST-005521,2564,6,2,334,Food Ration,25,45,1125,2022-11-30,2022-12-02,2,Partial,Air,DP-35,STF-076,Voucher,1,1,
5522,DIST-005522,3394,15,2,373,Food Ration,33,45,1485,2023-01-08,2023-01-13,5,Completed,Handcarry,DP-50,STF-183,Biometric,1,0,
5523,DIST-005523,1921,7,10,50,Food Ration,30,45,1350,2022-02-19,2022-02-28,9,Completed,Truck,DP-47,STF-090,Token,1,0,
5524,DIST-005524,4156,1,9,996,Cash Transfer,32,100,3200,2024-09-22,2024-10-01,9,In Transit,Handcarry,DP-17,STF-019,Voucher,1,0,
5525,DIST-005525,3613,5,1,234,Food Ration,6,45,270,2022-08-22,2022-09-01,10,Completed,Truck,DP-12,STF-132,Voucher,1,0,
5526,DIST-005526,692,1,1,188,Winterization Kit,33,75,2475,2022-07-07,2022-07-09,2,Completed,Air,DP-42,STF-117,Voucher,0,0,
5527,DIST-005527,959,15,6,481,Winterization Kit,31,75,2325,2023-04-26,2023-04-29,3,Completed,Handcarry,DP-37,STF-028,List-based,1,1,
5528,DIST-005528,1914,13,8,341,NFI Kit,13,85,1105,2022-12-07,2022-12-15,8,Delayed,Air,DP-38,STF-196,List-based,0,0,
5529,DIST-005529,1605,13,9,7,Education Kit,5,35,175,2022-01-07,2022-01-09,2,Completed,Truck,DP-04,STF-140,Biometric,0,0,
5530,DIST-005530,136,14,7,1053,Shelter Kit,24,250,6000,2024-11-18,2024-11-23,5,Completed,Air,DP-01,STF-042,List-based,1,0,
5531,DIST-005531,2613,13,10,369,Cash Transfer,30,100,3000,2023-01-04,2023-01-13,9,Completed,Handcarry,DP-20,STF-094,List-based,1,0,
5532,DIST-005532,4901,14,4,464,Food Ration,36,45,1620,2023-04-09,2023-04-17,8,Failed,Handcarry,DP-48,STF-200,Token,1,0,
5533,DIST-005533,4878,3,5,246,Food Ration,19,45,855,2022-09-03,2022-09-07,4,Failed,Handcarry,DP-19,STF-062,Biometric,0,1,
5534,DIST-005534,1022,9,8,109,WASH Kit,24,60,1440,2022-04-19,2022-05-02,13,Delayed,Air,DP-35,STF-056,List-based,1,0,
5535,DIST-005535,2649,2,2,841,Cash Transfer,27,100,2700,2024-04-20,2024-04-22,2,Completed,Truck,DP-33,STF-050,List-based,1,1,
5536,DIST-005536,4232,14,10,996,WASH Kit,43,60,2580,2024-09-22,2024-09-22,0,Failed,Air,DP-05,STF-031,Biometric,1,0,
5537,DIST-005537,1088,10,3,496,Shelter Kit,26,250,6500,2023-05-11,2023-05-11,0,Completed,Truck,DP-45,STF-015,Token,1,0,
5538,DIST-005538,1667,15,7,422,NFI Kit,21,85,1785,2023-02-26,2023-03-06,8,Completed,Truck,DP-40,STF-070,Voucher,1,0,
5539,DIST-005539,3947,14,3,588,Winterization Kit,27,75,2025,2023-08-11,2023-08-18,7,In Transit,Truck,DP-42,STF-128,Token,0,0,
5540,DIST-005540,4224,3,7,610,Shelter Kit,34,250,8500,2023-09-02,2023-09-06,4,Completed,Handcarry,DP-02,STF-057,List-based,1,0,
5541,DIST-005541,275,2,5,565,Medical Supplies,45,120,5400,2023-07-19,2023-07-23,4,Completed,Boat,DP-15,STF-190,Biometric,1,1,
5542,DIST-005542,1934,14,4,906,Winterization Kit,30,75,2250,2024-06-24,2024-07-01,7,Completed,Boat,DP-45,STF-117,Token,0,0,
5543,DIST-005543,983,4,6,953,Food Ration,29,45,1305,2024-08-10,2024-08-11,1,Partial,Boat,DP-03,STF-165,List-based,1,0,
5544,DIST-005544,2116,11,3,62,Shelter Kit,33,250,8250,2022-03-03,2022-03-04,1,Completed,Boat,DP-48,STF-111,List-based,1,0,
5545,DIST-005545,4122,3,2,244,Cash Transfer,43,100,4300,2022-09-01,2022-09-09,8,Partial,Boat,DP-42,STF-113,Voucher,1,0,
5546,DIST-005546,4571,13,8,301,Education Kit,38,35,1330,2022-10-28,2022-11-13,16,Delayed,Air,DP-13,STF-099,List-based,1,0,
5547,DIST-005547,1849,7,9,339,Medical Supplies,29,120,3480,2022-12-05,2022-12-07,2,Completed,Truck,DP-40,STF-194,Voucher,1,0,
5548,DIST-005548,4614,8,1,462,Medical Supplies,42,120,5040,2023-04-07,2023-04-14,7,Completed,Handcarry,DP-24,STF-164,Voucher,0,0,
5549,DIST-005549,527,1,1,834,WASH Kit,45,60,2700,2024-04-13,2024-04-17,4,Completed,Handcarry,DP-22,STF-030,List-based,1,0,
5550,DIST-005550,2343,12,4,331,WASH Kit,7,60,420,2022-11-27,2022-11-27,0,Partial,Boat,DP-18,STF-045,Token,1,0,
5551,DIST-005551,108,11,7,1015,NFI Kit,5,85,425,2024-10-11,2024-10-12,1,Completed,Air,DP-45,STF-066,List-based,0,0,
5552,DIST-005552,3879,7,1,204,Shelter Kit,1,250,250,2022-07-23,2022-08-01,9,Completed,Air,DP-28,STF-163,List-based,0,0,
5553,DIST-005553,2580,7,5,657,Education Kit,26,35,910,2023-10-19,2023-10-25,6,Completed,Truck,DP-01,STF-197,List-based,1,0,
5554,DIST-005554,2860,15,5,837,Medical Supplies,35,120,4200,2024-04-16,2024-04-24,8,Partial,Truck,DP-41,STF-022,Voucher,0,0,
5555,DIST-005555,3215,6,4,921,NFI Kit,12,85,1020,2024-07-09,2024-07-16,7,Completed,Handcarry,DP-26,STF-113,List-based,1,0,
5556,DIST-005556,429,12,7,311,NFI Kit,12,85,1020,2022-11-07,2022-11-23,16,Delayed,Truck,DP-14,STF-155,Token,1,0,
5557,DIST-005557,3144,11,2,219,Shelter Kit,12,250,3000,2022-08-07,2022-08-08,1,Completed,Truck,DP-08,STF-068,List-based,0,0,
5558,DIST-005558,1788,5,9,1037,Medical Supplies,41,120,4920,2024-11-02,2024-11-11,9,Completed,Air,DP-41,STF-057,Biometric,1,0,
5559,DIST-005559,4679,7,5,77,Shelter Kit,33,250,8250,2022-03-18,2022-04-04,17,Delayed,Truck,DP-19,STF-074,List-based,1,0,
5560,DIST-005560,3960,14,10,654,Shelter Kit,29,250,7250,2023-10-16,2023-10-24,8,Failed,Air,DP-09,STF-037,Biometric,1,0,
5561,DIST-005561,2379,1,3,943,Shelter Kit,12,250,3000,2024-07-31,2024-08-01,1,Completed,Truck,DP-28,STF-110,Token,1,0,
5562,DIST-005562,2993,6,7,158,Shelter Kit,47,250,11750,2022-06-07,2022-06-12,5,Delayed,Air,DP-29,STF-195,List-based,1,0,
5563,DIST-005563,2649,10,10,733,Cash Transfer,37,100,3700,2024-01-03,2024-01-21,18,Delayed,Air,DP-12,STF-121,List-based,1,0,
5564,DIST-005564,4376,14,2,823,WASH Kit,46,60,2760,2024-04-02,2024-04-05,3,Completed,Handcarry,DP-13,STF-074,List-based,1,0,
5565,DIST-005565,1311,2,9,787,Food Ration,28,45,1260,2024-02-26,2024-03-07,10,Completed,Truck,DP-32,STF-079,Token,0,0,
5566,DIST-005566,3819,11,7,285,NFI Kit,5,85,425,2022-10-12,2022-10-18,6,Partial,Truck,DP-40,STF-008,Token,1,0,
5567,DIST-005567,3951,13,6,621,Food Ration,20,45,900,2023-09-13,2023-09-17,4,Completed,Truck,DP-48,STF-106,Token,1,0,
5568,DIST-005568,1665,14,8,1074,Education Kit,19,35,665,2024-12-09,2024-12-14,5,Delayed,Boat,DP-50,STF-148,Biometric,1,0,
5569,DIST-005569,1798,12,9,460,Medical Supplies,9,120,1080,2023-04-05,2023-04-12,7,Completed,Air,DP-30,STF-105,Voucher,1,0,
5570,DIST-005570,3170,7,6,781,Winterization Kit,31,75,2325,2024-02-20,2024-03-09,18,Delayed,Air,DP-02,STF-037,List-based,1,1,
5571,DIST-005571,1551,9,2,680,Shelter Kit,20,250,5000,2023-11-11,2023-11-18,7,Delayed,Truck,DP-29,STF-005,List-based,1,0,
5572,DIST-005572,3859,2,8,647,Food Ration,39,45,1755,2023-10-09,2023-10-15,6,Delayed,Air,DP-30,STF-138,List-based,1,0,
5573,DIST-005573,3742,13,10,1015,NFI Kit,9,85,765,2024-10-11,2024-10-18,7,Partial,Truck,DP-11,STF-004,Voucher,1,0,
5574,DIST-005574,4471,4,5,482,Food Ration,47,45,2115,2023-04-27,2023-05-04,7,Completed,Boat,DP-33,STF-124,List-based,1,0,
5575,DIST-005575,18,3,4,130,Shelter Kit,30,250,7500,2022-05-10,2022-05-20,10,In Transit,Handcarry,DP-36,STF-098,Token,0,0,
5576,DIST-005576,4735,14,3,445,WASH Kit,17,60,1020,2023-03-21,2023-03-27,6,Completed,Air,DP-33,STF-053,Biometric,1,1,
5577,DIST-005577,3953,14,2,726,NFI Kit,17,85,1445,2023-12-27,2023-12-30,3,Completed,Truck,DP-11,STF-125,List-based,1,0,
5578,DIST-005578,242,14,4,525,Education Kit,25,35,875,2023-06-09,2023-06-18,9,Completed,Air,DP-37,STF-081,Voucher,1,0,
5579,DIST-005579,448,2,9,718,NFI Kit,37,85,3145,2023-12-19,2024-01-03,15,Delayed,Handcarry,DP-28,STF-037,Voucher,0,0,
5580,DIST-005580,674,7,5,110,Winterization Kit,45,75,3375,2022-04-20,2022-04-20,0,Completed,Handcarry,DP-27,STF-132,Biometric,1,0,
5581,DIST-005581,373,3,9,545,Medical Supplies,34,120,4080,2023-06-29,2023-07-06,7,Delayed,Handcarry,DP-47,STF-118,Token,1,0,
5582,DIST-005582,3473,10,1,863,WASH Kit,20,60,1200,2024-05-12,2024-05-20,8,Partial,Handcarry,DP-30,STF-026,Voucher,0,0,
5583,DIST-005583,2326,8,1,343,Medical Supplies,40,120,4800,2022-12-09,2022-12-10,1,Completed,Handcarry,DP-11,STF-062,List-based,0,0,
5584,DIST-005584,1956,1,2,143,Medical Supplies,41,120,4920,2022-05-23,2022-05-27,4,Completed,Air,DP-02,STF-156,Token,1,0,
5585,DIST-005585,525,14,8,771,Education Kit,29,35,1015,2024-02-10,2024-02-10,0,Completed,Air,DP-25,STF-134,Token,1,0,
5586,DIST-005586,2908,1,10,796,Cash Transfer,37,100,3700,2024-03-06,2024-03-14,8,Completed,Air,DP-10,STF-092,List-based,1,0,
5587,DIST-005587,3196,3,9,397,Medical Supplies,38,120,4560,2023-02-01,2023-02-05,4,In Transit,Truck,DP-49,STF-031,Voucher,0,0,
5588,DIST-005588,2462,13,6,31,WASH Kit,4,60,240,2022-01-31,2022-02-06,6,Completed,Truck,DP-18,STF-123,Token,1,0,
5589,DIST-005589,2618,8,2,669,Medical Supplies,39,120,4680,2023-10-31,2023-11-05,5,Completed,Air,DP-44,STF-028,Voucher,1,0,
5590,DIST-005590,1278,1,8,484,NFI Kit,36,85,3060,2023-04-29,2023-05-09,10,Completed,Boat,DP-25,STF-146,Voucher,1,0,
5591,DIST-005591,1583,2,1,489,WASH Kit,19,60,1140,2023-05-04,2023-05-05,1,Completed,Air,DP-13,STF-191,Biometric,1,0,
5592,DIST-005592,4215,14,2,246,Cash Transfer,6,100,600,2022-09-03,2022-09-06,3,Completed,Air,DP-35,STF-043,Voucher,1,0,
5593,DIST-005593,1779,13,4,668,Shelter Kit,16,250,4000,2023-10-30,2023-11-09,10,Completed,Air,DP-05,STF-106,Voucher,1,0,
5594,DIST-005594,4160,5,6,384,Food Ration,41,45,1845,2023-01-19,2023-01-19,0,Completed,Air,DP-30,STF-188,Biometric,1,0,
5595,DIST-005595,3728,15,5,879,WASH Kit,6,60,360,2024-05-28,2024-06-05,8,Completed,Air,DP-29,STF-175,List-based,0,1,
5596,DIST-005596,2505,3,10,436,WASH Kit,37,60,2220,2023-03-12,2023-03-17,5,Completed,Air,DP-45,STF-138,Biometric,1,0,
5597,DIST-005597,119,6,9,61,Food Ration,26,45,1170,2022-03-02,2022-03-02,0,Completed,Air,DP-45,STF-012,Token,1,0,
5598,DIST-005598,4313,9,10,74,Cash Transfer,1,100,100,2022-03-15,2022-03-18,3,Completed,Boat,DP-22,STF-135,Biometric,1,0,
5599,DIST-005599,2804,12,3,623,NFI Kit,13,85,1105,2023-09-15,2023-09-20,5,In Transit,Boat,DP-23,STF-098,Voucher,1,0,
5600,DIST-005600,2389,6,9,899,Shelter Kit,32,250,8000,2024-06-17,2024-06-19,2,Completed,Truck,DP-43,STF-058,Token,1,0,
5601,DIST-005601,2259,1,3,290,NFI Kit,6,85,510,2022-10-17,2022-10-18,1,Completed,Handcarry,DP-04,STF-186,Biometric,1,0,
5602,DIST-005602,4632,14,5,60,Education Kit,15,35,525,2022-03-01,2022-03-09,8,In Transit,Boat,DP-06,STF-089,Biometric,1,0,
5603,DIST-005603,3200,1,5,645,Medical Supplies,45,120,5400,2023-10-07,2023-10-14,7,Failed,Handcarry,DP-21,STF-162,Voucher,1,0,
5604,DIST-005604,1958,13,7,413,Cash Transfer,33,100,3300,2023-02-17,2023-02-22,5,Partial,Air,DP-30,STF-070,Token,1,0,
5605,DIST-005605,3325,9,2,1013,WASH Kit,29,60,1740,2024-10-09,2024-10-27,18,Delayed,Air,DP-42,STF-024,Biometric,1,0,
5606,DIST-005606,3779,5,9,879,Winterization Kit,37,75,2775,2024-05-28,2024-06-03,6,Completed,Handcarry,DP-16,STF-163,List-based,0,0,
5607,DIST-005607,4360,9,6,312,Cash Transfer,8,100,800,2022-11-08,2022-11-11,3,Completed,Boat,DP-45,STF-026,Biometric,0,0,
5608,DIST-005608,275,5,4,69,Food Ration,37,45,1665,2022-03-10,2022-03-17,7,In Transit,Boat,DP-34,STF-058,Voucher,0,0,
5609,DIST-005609,869,7,6,363,Education Kit,42,35,1470,2022-12-29,2023-01-03,5,Completed,Air,DP-09,STF-015,Voucher,1,0,
5610,DIST-005610,2908,5,6,509,Education Kit,17,35,595,2023-05-24,2023-05-31,7,Completed,Handcarry,DP-09,STF-064,Token,0,0,
5611,DIST-005611,1259,5,6,752,NFI Kit,37,85,3145,2024-01-22,2024-02-10,19,Delayed,Truck,DP-05,STF-042,List-based,1,0,
5612,DIST-005612,3264,13,9,396,Cash Transfer,49,100,4900,2023-01-31,2023-02-08,8,Delayed,Handcarry,DP-26,STF-048,Voucher,1,0,
5613,DIST-005613,4423,1,9,713,NFI Kit,15,85,1275,2023-12-14,2023-12-20,6,Completed,Truck,DP-17,STF-175,Biometric,1,1,
5614,DIST-005614,4703,9,8,424,Shelter Kit,48,250,12000,2023-02-28,2023-03-17,17,Delayed,Air,DP-36,STF-166,List-based,1,0,
5615,DIST-005615,1702,3,4,93,Education Kit,46,35,1610,2022-04-03,2022-04-10,7,Completed,Air,DP-25,STF-064,Token,1,0,
5616,DIST-005616,1468,12,9,710,Medical Supplies,32,120,3840,2023-12-11,2023-12-25,14,Delayed,Boat,DP-32,STF-060,Biometric,0,1,
5617,DIST-005617,1389,12,5,316,NFI Kit,37,85,3145,2022-11-12,2022-11-19,7,Completed,Boat,DP-40,STF-027,Voucher,1,0,
5618,DIST-005618,4681,12,10,397,Shelter Kit,50,250,12500,2023-02-01,2023-02-02,1,Completed,Boat,DP-06,STF-022,List-based,1,0,
5619,DIST-005619,2867,1,1,84,Cash Transfer,50,100,5000,2022-03-25,2022-04-03,9,Completed,Air,DP-41,STF-081,Voucher,1,0,
5620,DIST-005620,3839,13,4,278,Winterization Kit,33,75,2475,2022-10-05,2022-10-09,4,Failed,Boat,DP-10,STF-139,Token,1,0,
5621,DIST-005621,2014,13,1,378,WASH Kit,48,60,2880,2023-01-13,2023-01-17,4,In Transit,Truck,DP-03,STF-078,Voucher,1,0,
5622,DIST-005622,3996,13,2,922,Winterization Kit,46,75,3450,2024-07-10,2024-07-19,9,Completed,Truck,DP-50,STF-043,List-based,0,0,
5623,DIST-005623,1401,9,9,243,Medical Supplies,41,120,4920,2022-08-31,2022-09-09,9,In Transit,Air,DP-29,STF-160,Voucher,0,1,
5624,DIST-005624,3608,15,1,223,Medical Supplies,50,120,6000,2022-08-11,2022-08-11,0,In Transit,Handcarry,DP-10,STF-053,List-based,0,0,
5625,DIST-005625,1041,10,6,247,Education Kit,5,35,175,2022-09-04,2022-09-09,5,Completed,Air,DP-08,STF-136,Voucher,0,0,
5626,DIST-005626,2105,10,1,1069,Education Kit,10,35,350,2024-12-04,2024-12-10,6,Completed,Truck,DP-45,STF-189,Voucher,1,1,
5627,DIST-005627,2066,11,1,329,Food Ration,1,45,45,2022-11-25,2022-12-03,8,Completed,Boat,DP-33,STF-104,Biometric,1,0,
5628,DIST-005628,179,4,8,966,Education Kit,28,35,980,2024-08-23,2024-09-01,9,Completed,Air,DP-34,STF-198,Token,1,1,
5629,DIST-005629,1527,14,6,9,Education Kit,4,35,140,2022-01-09,2022-01-10,1,Partial,Truck,DP-20,STF-121,Voucher,0,0,
5630,DIST-005630,1734,5,2,459,Medical Supplies,10,120,1200,2023-04-04,2023-04-04,0,Completed,Boat,DP-45,STF-180,Token,0,0,
5631,DIST-005631,2153,8,2,931,Winterization Kit,44,75,3300,2024-07-19,2024-07-22,3,Completed,Truck,DP-18,STF-167,Token,0,1,
5632,DIST-005632,3471,12,4,478,Education Kit,14,35,490,2023-04-23,2023-05-02,9,Completed,Boat,DP-15,STF-009,Token,0,0,
5633,DIST-005633,2651,12,2,364,Shelter Kit,6,250,1500,2022-12-30,2023-01-05,6,In Transit,Boat,DP-39,STF-021,List-based,1,0,
5634,DIST-005634,498,9,8,537,Education Kit,1,35,35,2023-06-21,2023-06-21,0,Completed,Air,DP-05,STF-096,Voucher,1,0,
5635,DIST-005635,4072,10,4,931,Education Kit,41,35,1435,2024-07-19,2024-07-25,6,Completed,Boat,DP-22,STF-186,Biometric,1,0,
5636,DIST-005636,3194,10,7,173,Winterization Kit,4,75,300,2022-06-22,2022-07-01,9,Completed,Truck,DP-28,STF-182,Voucher,0,1,
5637,DIST-005637,1574,14,8,609,Education Kit,19,35,665,2023-09-01,2023-09-08,7,Completed,Boat,DP-33,STF-015,Token,1,0,
5638,DIST-005638,4695,9,1,246,Food Ration,16,45,720,2022-09-03,2022-09-06,3,Partial,Handcarry,DP-43,STF-076,Voucher,1,0,
5639,DIST-005639,615,11,1,928,WASH Kit,42,60,2520,2024-07-16,2024-07-19,3,Completed,Air,DP-27,STF-197,Voucher,0,1,
5640,DIST-005640,2479,7,3,5,Shelter Kit,21,250,5250,2022-01-05,2022-01-06,1,Completed,Handcarry,DP-17,STF-094,Biometric,1,0,
5641,DIST-005641,338,3,8,323,Food Ration,18,45,810,2022-11-19,2022-11-26,7,Partial,Handcarry,DP-41,STF-199,Biometric,1,1,
5642,DIST-005642,2019,15,5,956,Winterization Kit,44,75,3300,2024-08-13,2024-08-21,8,Delayed,Handcarry,DP-35,STF-145,List-based,0,0,
5643,DIST-005643,1341,6,10,145,WASH Kit,9,60,540,2022-05-25,2022-06-03,9,In Transit,Truck,DP-50,STF-186,Voucher,1,0,
5644,DIST-005644,2183,14,9,10,Shelter Kit,18,250,4500,2022-01-10,2022-01-12,2,Completed,Air,DP-50,STF-072,Biometric,1,0,
5645,DIST-005645,2137,10,6,463,Food Ration,22,45,990,2023-04-08,2023-04-09,1,Completed,Handcarry,DP-41,STF-130,List-based,1,0,
5646,DIST-005646,1696,11,3,204,Medical Supplies,37,120,4440,2022-07-23,2022-07-31,8,Completed,Boat,DP-28,STF-072,Voucher,1,0,
5647,DIST-005647,3141,13,10,203,Medical Supplies,34,120,4080,2022-07-22,2022-07-31,9,Completed,Truck,DP-20,STF-187,Voucher,1,0,
5648,DIST-005648,1301,4,3,541,Medical Supplies,16,120,1920,2023-06-25,2023-07-03,8,In Transit,Handcarry,DP-50,STF-035,List-based,0,0,
5649,DIST-005649,433,5,6,240,Education Kit,48,35,1680,2022-08-28,2022-09-16,19,Delayed,Boat,DP-31,STF-145,Token,1,0,
